counts,shots,job_id
"{'1': 504, '0': 520}",1024,699
"{'0': 508, '1': 516}",1024,700
"{'1': 493, '0': 531}",1024,701
"{'1': 485, '0': 539}",1024,702
"{'0': 516, '1': 508}",1024,703
"{'0': 523, '1': 501}",1024,704
"{'1': 511, '0': 513}",1024,705
"{'0': 501, '1': 523}",1024,706
"{'1': 502, '0': 522}",1024,707
"{'0': 510, '1': 514}",1024,708
"{'0': 545, '1': 479}",1024,709
"{'1': 509, '0': 515}",1024,710
"{'0': 515, '1': 509}",1024,711
"{'1': 513, '0': 511}",1024,712
"{'0': 511, '1': 513}",1024,713
"{'0': 506, '1': 518}",1024,714
"{'1': 521, '0': 503}",1024,715
"{'0': 509, '1': 515}",1024,716
"{'1': 522, '0': 502}",1024,717
"{'1': 502, '0': 522}",1024,718
"{'0': 511, '1': 513}",1024,719
"{'0': 502, '1': 522}",1024,720
"{'1': 524, '0': 500}",1024,721
"{'1': 502, '0': 522}",1024,722
"{'0': 533, '1': 491}",1024,723
"{'0': 521, '1': 503}",1024,724
"{'1': 508, '0': 516}",1024,725
"{'1': 498, '0': 526}",1024,726
"{'0': 516, '1': 508}",1024,727
"{'0': 511, '1': 513}",1024,728
"{'0': 522, '1': 502}",1024,729
"{'0': 472, '1': 552}",1024,730
"{'1': 503, '0': 521}",1024,731
"{'1': 517, '0': 507}",1024,732
"{'1': 504, '0': 520}",1024,733
"{'0': 492, '1': 532}",1024,734
"{'1': 490, '0': 534}",1024,735
"{'1': 520, '0': 504}",1024,736
"{'1': 509, '0': 515}",1024,737
"{'0': 512, '1': 512}",1024,738
"{'0': 498, '1': 526}",1024,739
"{'0': 501, '1': 523}",1024,740
"{'1': 535, '0': 489}",1024,741
"{'1': 486, '0': 538}",1024,742
"{'0': 528, '1': 496}",1024,743
"{'1': 529, '0': 495}",1024,744
"{'1': 504, '0': 520}",1024,745
"{'1': 508, '0': 516}",1024,746
"{'0': 523, '1': 501}",1024,747
"{'1': 516, '0': 508}",1024,748
"{'1': 494, '0': 530}",1024,749
"{'0': 513, '1': 511}",1024,750
"{'0': 521, '1': 503}",1024,751
"{'1': 508, '0': 516}",1024,752
"{'0': 501, '1': 523}",1024,753
"{'1': 493, '0': 531}",1024,754
"{'1': 505, '0': 519}",1024,755
"{'0': 515, '1': 509}",1024,756
"{'1': 540, '0': 484}",1024,757
"{'0': 516, '1': 508}",1024,758
"{'1': 530, '0': 494}",1024,759
"{'1': 532, '0': 492}",1024,760
"{'0': 534, '1': 490}",1024,761
"{'1': 502, '0': 522}",1024,762
"{'1': 517, '0': 507}",1024,763
"{'0': 513, '1': 511}",1024,764
"{'1': 505, '0': 519}",1024,765
"{'0': 515, '1': 509}",1024,766
"{'0': 518, '1': 506}",1024,767
"{'1': 531, '0': 493}",1024,768
"{'0': 543, '1': 481}",1024,769
"{'1': 539, '0': 485}",1024,770
"{'1': 508, '0': 516}",1024,771
"{'1': 562, '0': 462}",1024,772
"{'1': 541, '0': 483}",1024,773
"{'1': 499, '0': 525}",1024,774
"{'1': 514, '0': 510}",1024,775
"{'0': 482, '1': 542}",1024,776
"{'0': 519, '1': 505}",1024,777
"{'0': 529, '1': 495}",1024,778
"{'1': 511, '0': 513}",1024,779
"{'1': 485, '0': 539}",1024,780
"{'0': 519, '1': 505}",1024,781
"{'1': 483, '0': 541}",1024,782
"{'0': 521, '1': 503}",1024,783
"{'0': 492, '1': 532}",1024,784
"{'1': 525, '0': 499}",1024,785
"{'1': 508, '0': 516}",1024,786
"{'1': 520, '0': 504}",1024,787
"{'0': 498, '1': 526}",1024,788
"{'0': 507, '1': 517}",1024,789
"{'1': 516, '0': 508}",1024,790
"{'0': 520, '1': 504}",1024,791
"{'0': 496, '1': 528}",1024,792
"{'1': 506, '0': 518}",1024,793
"{'1': 534, '0': 490}",1024,794
"{'0': 494, '1': 530}",1024,795
"{'0': 504, '1': 520}",1024,796
"{'1': 530, '0': 494}",1024,797
"{'1': 517, '0': 507}",1024,798
"{'1': 502, '0': 522}",1024,799
"{'1': 511, '0': 513}",1024,800
"{'1': 516, '0': 508}",1024,801
"{'1': 501, '0': 523}",1024,802
"{'0': 547, '1': 477}",1024,803
"{'1': 513, '0': 511}",1024,804
"{'1': 520, '0': 504}",1024,805
"{'1': 509, '0': 515}",1024,806
"{'0': 515, '1': 509}",1024,807
"{'1': 501, '0': 523}",1024,808
"{'0': 495, '1': 529}",1024,809
"{'0': 515, '1': 509}",1024,810
"{'1': 509, '0': 515}",1024,811
"{'0': 521, '1': 503}",1024,812
"{'0': 517, '1': 507}",1024,813
"{'1': 529, '0': 495}",1024,814
"{'0': 515, '1': 509}",1024,815
"{'1': 498, '0': 526}",1024,816
"{'1': 516, '0': 508}",1024,817
"{'1': 495, '0': 529}",1024,818
"{'1': 520, '0': 504}",1024,819
"{'0': 485, '1': 539}",1024,820
"{'1': 506, '0': 518}",1024,821
"{'1': 516, '0': 508}",1024,822
"{'1': 522, '0': 502}",1024,823
"{'0': 534, '1': 490}",1024,824
"{'0': 523, '1': 501}",1024,825
"{'1': 503, '0': 521}",1024,826
"{'1': 520, '0': 504}",1024,827
"{'0': 507, '1': 517}",1024,828
"{'1': 514, '0': 510}",1024,829
"{'1': 530, '0': 494}",1024,830
"{'1': 503, '0': 521}",1024,831
"{'1': 495, '0': 529}",1024,832
"{'1': 466, '0': 558}",1024,833
"{'1': 505, '0': 519}",1024,834
"{'1': 513, '0': 511}",1024,835
"{'0': 502, '1': 522}",1024,836
"{'1': 525, '0': 499}",1024,837
"{'0': 519, '1': 505}",1024,838
"{'1': 529, '0': 495}",1024,839
"{'0': 481, '1': 543}",1024,840
"{'1': 557, '0': 467}",1024,841
"{'1': 504, '0': 520}",1024,842
"{'1': 534, '0': 490}",1024,843
"{'0': 507, '1': 517}",1024,844
"{'0': 536, '1': 488}",1024,845
"{'0': 521, '1': 503}",1024,846
"{'1': 496, '0': 528}",1024,847
"{'0': 508, '1': 516}",1024,848
"{'0': 520, '1': 504}",1024,849
"{'1': 515, '0': 509}",1024,850
"{'1': 510, '0': 514}",1024,851
"{'1': 514, '0': 510}",1024,852
"{'1': 508, '0': 516}",1024,853
"{'1': 487, '0': 537}",1024,854
"{'0': 474, '1': 550}",1024,855
"{'0': 505, '1': 519}",1024,856
"{'0': 475, '1': 549}",1024,857
"{'0': 509, '1': 515}",1024,858
"{'0': 523, '1': 501}",1024,859
"{'0': 500, '1': 524}",1024,860
"{'0': 523, '1': 501}",1024,861
"{'0': 519, '1': 505}",1024,862
"{'0': 510, '1': 514}",1024,863
"{'1': 533, '0': 491}",1024,864
"{'0': 520, '1': 504}",1024,865
"{'1': 504, '0': 520}",1024,866
"{'1': 502, '0': 522}",1024,867
"{'1': 551, '0': 473}",1024,868
"{'1': 528, '0': 496}",1024,869
"{'0': 520, '1': 504}",1024,870
"{'0': 500, '1': 524}",1024,871
"{'1': 482, '0': 542}",1024,872
"{'0': 500, '1': 524}",1024,873
"{'1': 519, '0': 505}",1024,874
"{'0': 542, '1': 482}",1024,875
"{'0': 526, '1': 498}",1024,876
"{'0': 507, '1': 517}",1024,877
"{'1': 512, '0': 512}",1024,878
"{'0': 515, '1': 509}",1024,879
"{'1': 500, '0': 524}",1024,880
"{'0': 523, '1': 501}",1024,881
"{'0': 530, '1': 494}",1024,882
"{'0': 533, '1': 491}",1024,883
"{'0': 499, '1': 525}",1024,884
"{'1': 511, '0': 513}",1024,885
"{'0': 500, '1': 524}",1024,886
"{'0': 516, '1': 508}",1024,887
"{'0': 505, '1': 519}",1024,888
"{'0': 499, '1': 525}",1024,889
"{'0': 515, '1': 509}",1024,890
"{'1': 510, '0': 514}",1024,891
"{'0': 529, '1': 495}",1024,892
"{'1': 494, '0': 530}",1024,893
"{'1': 506, '0': 518}",1024,894
"{'1': 519, '0': 505}",1024,895
"{'0': 503, '1': 521}",1024,896
"{'0': 502, '1': 522}",1024,897
"{'0': 511, '1': 513}",1024,898
"{'1': 519, '0': 505}",1024,899
"{'0': 526, '1': 498}",1024,900
"{'1': 506, '0': 518}",1024,901
"{'0': 509, '1': 515}",1024,902
"{'1': 519, '0': 505}",1024,903
"{'0': 511, '1': 513}",1024,904
"{'1': 512, '0': 512}",1024,905
"{'0': 482, '1': 542}",1024,906
"{'1': 505, '0': 519}",1024,907
"{'0': 478, '1': 546}",1024,908
"{'1': 507, '0': 517}",1024,909
"{'0': 520, '1': 504}",1024,910
"{'0': 513, '1': 511}",1024,911
"{'0': 495, '1': 529}",1024,912
"{'1': 510, '0': 514}",1024,913
"{'0': 512, '1': 512}",1024,914
"{'1': 502, '0': 522}",1024,915
"{'1': 498, '0': 526}",1024,916
"{'0': 503, '1': 521}",1024,917
"{'0': 490, '1': 534}",1024,918
"{'1': 497, '0': 527}",1024,919
"{'0': 522, '1': 502}",1024,920
"{'0': 528, '1': 496}",1024,921
"{'1': 525, '0': 499}",1024,922
"{'1': 502, '0': 522}",1024,923
"{'1': 507, '0': 517}",1024,924
"{'1': 512, '0': 512}",1024,925
"{'1': 516, '0': 508}",1024,926
"{'1': 501, '0': 523}",1024,927
"{'1': 549, '0': 475}",1024,928
"{'0': 502, '1': 522}",1024,929
"{'1': 506, '0': 518}",1024,930
"{'1': 488, '0': 536}",1024,931
"{'1': 503, '0': 521}",1024,932
"{'1': 518, '0': 506}",1024,933
"{'0': 536, '1': 488}",1024,934
"{'1': 526, '0': 498}",1024,935
"{'1': 501, '0': 523}",1024,936
"{'1': 533, '0': 491}",1024,937
"{'0': 525, '1': 499}",1024,938
"{'1': 511, '0': 513}",1024,939
"{'0': 506, '1': 518}",1024,940
"{'1': 533, '0': 491}",1024,941
"{'1': 528, '0': 496}",1024,942
"{'0': 498, '1': 526}",1024,943
"{'0': 499, '1': 525}",1024,944
"{'1': 501, '0': 523}",1024,945
"{'1': 515, '0': 509}",1024,946
"{'0': 516, '1': 508}",1024,947
"{'1': 485, '0': 539}",1024,948
"{'0': 495, '1': 529}",1024,949
"{'1': 512, '0': 512}",1024,950
"{'1': 500, '0': 524}",1024,951
"{'0': 524, '1': 500}",1024,952
"{'0': 516, '1': 508}",1024,953
"{'0': 525, '1': 499}",1024,954
"{'0': 515, '1': 509}",1024,955
"{'1': 521, '0': 503}",1024,956
"{'1': 497, '0': 527}",1024,957
"{'1': 508, '0': 516}",1024,958
"{'1': 507, '0': 517}",1024,959
"{'1': 546, '0': 478}",1024,960
"{'1': 505, '0': 519}",1024,961
"{'0': 505, '1': 519}",1024,962
"{'0': 528, '1': 496}",1024,963
"{'1': 489, '0': 535}",1024,964
"{'1': 509, '0': 515}",1024,965
"{'0': 529, '1': 495}",1024,966
"{'0': 529, '1': 495}",1024,967
"{'0': 528, '1': 496}",1024,968
"{'0': 502, '1': 522}",1024,969
"{'0': 493, '1': 531}",1024,970
"{'1': 523, '0': 501}",1024,971
"{'1': 522, '0': 502}",1024,972
"{'1': 508, '0': 516}",1024,973
"{'1': 496, '0': 528}",1024,974
"{'1': 521, '0': 503}",1024,975
"{'1': 507, '0': 517}",1024,976
"{'0': 521, '1': 503}",1024,977
"{'0': 532, '1': 492}",1024,978
"{'1': 511, '0': 513}",1024,979
"{'0': 490, '1': 534}",1024,980
"{'0': 515, '1': 509}",1024,981
"{'1': 529, '0': 495}",1024,982
"{'0': 521, '1': 503}",1024,983
"{'0': 503, '1': 521}",1024,984
"{'0': 522, '1': 502}",1024,985
"{'1': 520, '0': 504}",1024,986
"{'0': 519, '1': 505}",1024,987
"{'0': 531, '1': 493}",1024,988
"{'1': 495, '0': 529}",1024,989
"{'1': 500, '0': 524}",1024,990
"{'1': 518, '0': 506}",1024,991
"{'0': 516, '1': 508}",1024,992
"{'0': 528, '1': 496}",1024,993
"{'0': 493, '1': 531}",1024,994
"{'0': 521, '1': 503}",1024,995
"{'0': 528, '1': 496}",1024,996
"{'0': 509, '1': 515}",1024,997
"{'0': 512, '1': 512}",1024,998
"{'1': 522, '0': 502}",1024,999
